forename,forename2,cumprop,sex
kely,kelli,0.333333333,female
kely,kelly,0.5,female
kely,kailey,0.666666667,female
kely,keli,0.833333333,female
kely,kalli,1,female
kiara,kierra,0.111111111,female
kiara,kyrra,0.222222222,female
kiara,kyrah,0.333333333,female
kiara,kirra,0.444444444,female
kiara,kiria,0.555555556,female
kiara,kirrah,0.666666667,female
kiara,kira,0.777777778,female
kiara,kyra,0.888888889,female
kiara,kiera,1,female
kiera,kierra,0.111111111,female
kiera,kyrra,0.222222222,female
kiera,kyrah,0.333333333,female
kiera,kirra,0.444444444,female
kiera,kiria,0.555555556,female
kiera,kirrah,0.666666667,female
kiera,kira,0.777777778,female
kiera,kyra,0.888888889,female
kiera,kiara,1,female
kierra,kyrra,0.111111111,female
kierra,kyrah,0.222222222,female
kierra,kirra,0.333333333,female
kierra,kiria,0.444444444,female
kierra,kirrah,0.555555556,female
kierra,kira,0.666666667,female
kierra,kyra,0.777777778,female
kierra,kiera,0.888888889,female
kierra,kiara,1,female
kim,kimberly,0.333333333,female
kim,kimbley,0.666666667,female
kim,kimberley,1,female
kimberley,kimberly,0.333333333,female
kimberley,kimbley,0.666666667,female
kimberley,kim,1,female
kimberly,kimbley,0.333333333,female
kimberly,kimberley,0.666666667,female
kimberly,kim,1,female
kimbley,kimberly,0.333333333,female
kimbley,kimberley,0.666666667,female
kimbley,kim,1,female
kira,kierra,0.111111111,female
kira,kyrra,0.222222222,female
kira,kyrah,0.333333333,female
kira,kirra,0.444444444,female
kira,kiria,0.555555556,female
kira,kirrah,0.666666667,female
kira,kyra,0.777777778,female
kira,kiera,0.888888889,female
kira,kiara,1,female
kiria,kierra,0.111111111,female
kiria,kyrra,0.222222222,female
kiria,kyrah,0.333333333,female
kiria,kirra,0.444444444,female
kiria,kirrah,0.555555556,female
kiria,kira,0.666666667,female
kiria,kyra,0.777777778,female
kiria,kiera,0.888888889,female
kiria,kiara,1,female
kirra,kierra,0.111111111,female
kirra,kyrra,0.222222222,female
kirra,kyrah,0.333333333,female
kirra,kiria,0.444444444,female
kirra,kirrah,0.555555556,female
kirra,kira,0.666666667,female
kirra,kyra,0.777777778,female
kirra,kiera,0.888888889,female
kirra,kiara,1,female
kirrah,kierra,0.111111111,female
kirrah,kyrra,0.222222222,female
kirrah,kyrah,0.333333333,female
kirrah,kirra,0.444444444,female
kirrah,kiria,0.555555556,female
kirrah,kira,0.666666667,female
kirrah,kyra,0.777777778,female
kirrah,kiera,0.888888889,female
kirrah,kiara,1,female
kirsten,tina,0.111111111,female
kirsten,krystin kri,0.222222222,female
kirsten,kristine,0.333333333,female
kirsten,kristin,0.444444444,female
kirsten,kristen,0.555555556,female
kirsten,kristeen,0.666666667,female
kirsten,cristina,0.777777778,female
kirsten,christine,0.888888889,female
kirsten,christina,1,female
kit,kitty,0.04,female
kit,kay,0.08,female
kit,katy,0.12,female
kit,katrina,0.16,female
kit,kathy,0.2,female
kit,kathryn,0.24,female
kit,kathlyn,0.28,female
kit,kathleen,0.32,female
kit,katherine,0.36,female
kit,katharine,0.4,female
kit,kath,0.44,female
kit,katie,0.48,female
kit,katelin,0.52,female
kit,kate,0.56,female
kit,catriona,0.6,female
kit,cathy,0.64,female
kit,kaye,0.68,female
kit,cathline,0.72,female
kit,cathie,0.76,female
kit,catherine,0.8,female
kit,cath,0.84,female
kit,athrine,0.88,female
kit,caitlin,0.92,female
kit,caitlyn,0.96,female
kit,caterina,1,female
kitty,kit,0.04,female
kitty,kay,0.08,female
kitty,katy,0.12,female
kitty,katrina,0.16,female
kitty,kathy,0.2,female
kitty,kathryn,0.24,female
kitty,kathlyn,0.28,female
kitty,kathleen,0.32,female
kitty,katherine,0.36,female
kitty,katharine,0.4,female
kitty,kath,0.44,female
kitty,katie,0.48,female
kitty,katelin,0.52,female
kitty,kate,0.56,female
kitty,catriona,0.6,female
kitty,cathy,0.64,female
kitty,kaye,0.68,female
kitty,cathline,0.72,female
kitty,cathie,0.76,female
kitty,catherine,0.8,female
kitty,cath,0.84,female
kitty,athrine,0.88,female
kitty,caitlin,0.92,female
kitty,caitlyn,0.96,female
kitty,caterina,1,female
konstantin,konstantine,0.25,female
konstantin,constantine,0.5,female
konstantin,constantin,0.75,female
konstantin,con,1,female
konstantine,konstantin,0.25,female
konstantine,constantine,0.5,female
konstantine,constantin,0.75,female
konstantine,con,1,female
koula,kyah,0.333333333,female
koula,kayla,0.666666667,female
koula,kayley,1,female
kristeen,tina,0.111111111,female
kristeen,krystin kri,0.222222222,female
kristeen,kristine,0.333333333,female
kristeen,kristin,0.444444444,female
kristeen,kristen,0.555555556,female
kristeen,kirsten,0.666666667,female
kristeen,cristina,0.777777778,female
kristeen,christine,0.888888889,female
kristeen,christina,1,female
kristen,tina,0.111111111,female
kristen,krystin kri,0.222222222,female
kristen,kristine,0.333333333,female
kristen,kristin,0.444444444,female
kristen,kristeen,0.555555556,female
kristen,kirsten,0.666666667,female
kristen,cristina,0.777777778,female
kristen,christine,0.888888889,female
kristen,christina,1,female
kristin,tina,0.111111111,female
kristin,krystin kri,0.222222222,female
kristin,kristine,0.333333333,female
kristin,kristen,0.444444444,female
kristin,kristeen,0.555555556,female
kristin,kirsten,0.666666667,female
kristin,cristina,0.777777778,female
kristin,christine,0.888888889,female
kristin,christina,1,female
kristine,tina,0.111111111,female
kristine,krystin kri,0.222222222,female
kristine,kristin,0.333333333,female
kristine,kristen,0.444444444,female
kristine,kristeen,0.555555556,female
kristine,kirsten,0.666666667,female
kristine,cristina,0.777777778,female
kristine,christine,0.888888889,female
kristine,christina,1,female
krystin kri,tina,0.111111111,female
krystin kri,kristine,0.222222222,female
krystin kri,kristin,0.333333333,female
krystin kri,kristen,0.444444444,female
krystin kri,kristeen,0.555555556,female
krystin kri,kirsten,0.666666667,female
krystin kri,cristina,0.777777778,female
krystin kri,christine,0.888888889,female
krystin kri,christina,1,female
kyah,koula,0.333333333,female
kyah,kayla,0.666666667,female
kyah,kayley,1,female
kylee,kylie,1,female
kylie,kylee,1,female
kyra,kierra,0.111111111,female
kyra,kyrra,0.222222222,female
kyra,kyrah,0.333333333,female
kyra,kirra,0.444444444,female
kyra,kiria,0.555555556,female
kyra,kirrah,0.666666667,female
kyra,kira,0.777777778,female
kyra,kiera,0.888888889,female
kyra,kiara,1,female
kyrah,kierra,0.111111111,female
kyrah,kyrra,0.222222222,female
kyrah,kirra,0.333333333,female
kyrah,kiria,0.444444444,female
kyrah,kirrah,0.555555556,female
kyrah,kira,0.666666667,female
kyrah,kyra,0.777777778,female
kyrah,kiera,0.888888889,female
kyrah,kiara,1,female
kyrra,kierra,0.111111111,female
kyrra,kyrah,0.222222222,female
kyrra,kirra,0.333333333,female
kyrra,kiria,0.444444444,female
kyrra,kirrah,0.555555556,female
kyrra,kira,0.666666667,female
kyrra,kyra,0.777777778,female
kyrra,kiera,0.888888889,female
kyrra,kiara,1,female
lahey,lee,0.333333333,female
lahey,leah,0.666666667,female
lahey,lea,1,female
lara,lorenza,0.2,female
lara,loren,0.4,female
lara,lauren,0.6,female
lara,laurel,0.8,female
lara,laura,1,female
laura,lorenza,0.2,female
laura,loren,0.4,female
laura,lauren,0.6,female
laura,laurel,0.8,female
laura,lara,1,female
laurel,lorenza,0.2,female
laurel,loren,0.4,female
laurel,lauren,0.6,female
laurel,laura,0.8,female
laurel,lara,1,female
lauren,lorenza,0.2,female
lauren,loren,0.4,female
lauren,laurel,0.6,female
lauren,laura,0.8,female
lauren,lara,1,female
layla,leilia,0.25,female
layla,lila,0.5,female
layla,lela,0.75,female
layla,leila,1,female
lea,lee,0.333333333,female
lea,leah,0.666666667,female
lea,lahey,1,female
leah,lee,0.333333333,female
leah,lea,0.666666667,female
leah,lahey,1,female
leanora,norah,0.111111111,female
leanora,nora,0.222222222,female
leanora,leonora,0.333333333,female
leanora,lenore,0.444444444,female
leanora,eleanore,0.555555556,female
leanora,eleanora,0.666666667,female
leanora,eleanor,0.777777778,female
leanora,elana,0.888888889,female
leanora,elaine,1,female
lee,leah,0.333333333,female
lee,lea,0.666666667,female
lee,lahey,1,female
leila,leilia,0.25,female
leila,lila,0.5,female
leila,lela,0.75,female
leila,layla,1,female
leilia,lila,0.25,female
leilia,lela,0.5,female
leilia,leila,0.75,female
leilia,layla,1,female
lela,leilia,0.25,female
lela,lila,0.5,female
lela,leila,0.75,female
lela,layla,1,female
lenore,norah,0.111111111,female
lenore,nora,0.222222222,female
lenore,leonora,0.333333333,female
lenore,leanora,0.444444444,female
lenore,eleanore,0.555555556,female
lenore,eleanora,0.666666667,female
lenore,eleanor,0.777777778,female
lenore,elana,0.888888889,female
lenore,elaine,1,female
leonora,norah,0.111111111,female
leonora,nora,0.222222222,female
leonora,lenore,0.333333333,female
leonora,leanora,0.444444444,female
leonora,eleanore,0.555555556,female
leonora,eleanora,0.666666667,female
leonora,eleanor,0.777777778,female
leonora,elana,0.888888889,female
leonora,elaine,1,female
leticia,letty,0.2,female
leticia,letta,0.4,female
leticia,letitia,0.6,female
leticia,lettitia,0.8,female
leticia,lettice,1,female
letitia,letty,0.2,female
letitia,letta,0.4,female
letitia,lettitia,0.6,female
letitia,leticia,0.8,female
letitia,lettice,1,female
letta,letty,0.2,female
letta,letitia,0.4,female
letta,lettitia,0.6,female
letta,leticia,0.8,female
letta,lettice,1,female
lettice,letty,0.2,female
lettice,letta,0.4,female
lettice,letitia,0.6,female
lettice,lettitia,0.8,female
lettice,leticia,1,female
lettitia,letty,0.2,female
lettitia,letta,0.4,female
lettitia,letitia,0.6,female
lettitia,leticia,0.8,female
lettitia,lettice,1,female
letty,letta,0.2,female
letty,letitia,0.4,female
letty,lettitia,0.6,female
letty,leticia,0.8,female
letty,lettice,1,female
lia,lilly,0.125,female
lia,lilian,0.25,female
lia,lily,0.375,female
lia,lillianna,0.5,female
lia,lillie,0.625,female
lia,lillian,0.75,female
lia,lil,0.875,female
lia,lili,1,female
libby,lyssa,0.028571429,female
libby,lizzie,0.057142857,female
libby,lizbeth,0.085714286,female
libby,lizabeth,0.114285714,female
libby,liza,0.142857143,female
libby,liz,0.171428571,female
libby,lissa,0.2,female
libby,lisette,0.228571429,female
libby,lisa,0.257142857,female
libby,elspeth,0.285714286,female
libby,elizabeth,0.314285714,female
libby,eliza,0.342857143,female
libby,eliz,0.371428571,female
libby,elize,0.4,female
libby,elissa,0.428571429,female
libby,elisha,0.457142857,female
libby,elise,0.485714286,female
libby,elisabetta,0.514285714,female
libby,elisabeth,0.542857143,female
libby,elisa,0.571428571,female
libby,bettye,0.6,female
libby,betty,0.628571429,female
libby,lisbeth,0.657142857,female
libby,bettina,0.685714286,female
libby,bettie,0.714285714,female
libby,lizzy,0.742857143,female
libby,bette,0.771428571,female
libby,bett,0.8,female
libby,betsy,0.828571429,female
libby,betsey,0.857142857,female
libby,bet,0.885714286,female
libby,bessy,0.914285714,female
libby,bessie,0.942857143,female
libby,bess,0.971428571,female
libby,babette,1,female
lil,lilly,0.125,female
lil,lilian,0.25,female
lil,lily,0.375,female
lil,lillianna,0.5,female
lil,lillie,0.625,female
lil,lillian,0.75,female
lil,lili,0.875,female
lil,lia,1,female
lila,leilia,0.25,female
lila,lela,0.5,female
lila,leila,0.75,female
lila,layla,1,female
lili,lilly,0.125,female
lili,lilian,0.25,female
lili,lily,0.375,female
lili,lillianna,0.5,female
lili,lillie,0.625,female
lili,lillian,0.75,female
lili,lil,0.875,female
lili,lia,1,female
lilian,lilly,0.125,female
lilian,lily,0.25,female
lilian,lillianna,0.375,female
lilian,lillie,0.5,female
lilian,lillian,0.625,female
lilian,lil,0.75,female
lilian,lili,0.875,female
lilian,lia,1,female
lillian,lilly,0.125,female
lillian,lilian,0.25,female
lillian,lily,0.375,female
lillian,lillianna,0.5,female
lillian,lillie,0.625,female
lillian,lil,0.75,female
lillian,lili,0.875,female
lillian,lia,1,female
lillianna,lilly,0.125,female
lillianna,lilian,0.25,female
lillianna,lily,0.375,female
lillianna,lillie,0.5,female
lillianna,lillian,0.625,female
lillianna,lil,0.75,female
lillianna,lili,0.875,female
lillianna,lia,1,female
lillie,lilly,0.125,female
lillie,lilian,0.25,female
lillie,lily,0.375,female
lillie,lillianna,0.5,female
lillie,lillian,0.625,female
lillie,lil,0.75,female
lillie,lili,0.875,female
lillie,lia,1,female
lilly,lilian,0.125,female
lilly,lily,0.25,female
lilly,lillianna,0.375,female
lilly,lillie,0.5,female
lilly,lillian,0.625,female
lilly,lil,0.75,female
lilly,lili,0.875,female
lilly,lia,1,female
lily,lilly,0.125,female
lily,lilian,0.25,female
lily,lillianna,0.375,female
lily,lillie,0.5,female
lily,lillian,0.625,female
lily,lil,0.75,female
lily,lili,0.875,female
lily,lia,1,female
linda,lydie,0.333333333,female
linda,lindy,0.666666667,female
linda,belinda,1,female
lindsay,linsey,0.333333333,female
lindsay,linsay,0.666666667,female
lindsay,lindsey,1,female
lindsey,linsey,0.333333333,female
lindsey,linsay,0.666666667,female
lindsey,lindsay,1,female
lindy,lydie,0.333333333,female
lindy,belinda,0.666666667,female
lindy,linda,1,female
linette,lynn,0.333333333,female
linette,lynette,0.666666667,female
linette,lyn,1,female
linsay,linsey,0.333333333,female
linsay,lindsey,0.666666667,female
linsay,lindsay,1,female
linsey,linsay,0.333333333,female
linsey,lindsey,0.666666667,female
linsey,lindsay,1,female
lisa,lyssa,0.028571429,female
lisa,lizzie,0.057142857,female
lisa,lizbeth,0.085714286,female
lisa,lizabeth,0.114285714,female
lisa,liza,0.142857143,female
lisa,liz,0.171428571,female
lisa,lissa,0.2,female
lisa,lisette,0.228571429,female
lisa,libby,0.257142857,female
lisa,elspeth,0.285714286,female
lisa,elizabeth,0.314285714,female
lisa,eliza,0.342857143,female
lisa,eliz,0.371428571,female
lisa,elize,0.4,female
lisa,elissa,0.428571429,female
lisa,elisha,0.457142857,female
lisa,elise,0.485714286,female
lisa,elisabetta,0.514285714,female
lisa,elisabeth,0.542857143,female
lisa,elisa,0.571428571,female
lisa,bettye,0.6,female
lisa,betty,0.628571429,female
lisa,lisbeth,0.657142857,female
lisa,bettina,0.685714286,female
lisa,bettie,0.714285714,female
lisa,lizzy,0.742857143,female
lisa,bette,0.771428571,female
lisa,bett,0.8,female
lisa,betsy,0.828571429,female
lisa,betsey,0.857142857,female
lisa,bet,0.885714286,female
lisa,bessy,0.914285714,female
lisa,bessie,0.942857143,female
lisa,bess,0.971428571,female
lisa,babette,1,female
lisbeth,lyssa,0.028571429,female
lisbeth,lizzie,0.057142857,female
lisbeth,lizbeth,0.085714286,female
lisbeth,lizabeth,0.114285714,female
lisbeth,liza,0.142857143,female
lisbeth,liz,0.171428571,female
lisbeth,lissa,0.2,female
lisbeth,lisette,0.228571429,female
lisbeth,lisa,0.257142857,female
lisbeth,libby,0.285714286,female
lisbeth,elspeth,0.314285714,female
lisbeth,elizabeth,0.342857143,female
lisbeth,eliza,0.371428571,female
lisbeth,eliz,0.4,female
lisbeth,elize,0.428571429,female
lisbeth,elissa,0.457142857,female
lisbeth,elisha,0.485714286,female
lisbeth,elise,0.514285714,female
lisbeth,elisabetta,0.542857143,female
lisbeth,elisabeth,0.571428571,female
lisbeth,elisa,0.6,female
lisbeth,bettye,0.628571429,female
lisbeth,betty,0.657142857,female
lisbeth,bettina,0.685714286,female
lisbeth,bettie,0.714285714,female
lisbeth,lizzy,0.742857143,female
lisbeth,bette,0.771428571,female
lisbeth,bett,0.8,female
lisbeth,betsy,0.828571429,female
lisbeth,betsey,0.857142857,female
lisbeth,bet,0.885714286,female
lisbeth,bessy,0.914285714,female
lisbeth,bessie,0.942857143,female
lisbeth,bess,0.971428571,female
lisbeth,babette,1,female
lisette,lyssa,0.028571429,female
lisette,lizzie,0.057142857,female
lisette,lizbeth,0.085714286,female
lisette,lizabeth,0.114285714,female
lisette,liza,0.142857143,female
lisette,liz,0.171428571,female
lisette,lissa,0.2,female
lisette,lisa,0.228571429,female
lisette,libby,0.257142857,female
lisette,elspeth,0.285714286,female
lisette,elizabeth,0.314285714,female
lisette,eliza,0.342857143,female
lisette,eliz,0.371428571,female
lisette,elize,0.4,female
lisette,elissa,0.428571429,female
lisette,elisha,0.457142857,female
lisette,elise,0.485714286,female
lisette,elisabetta,0.514285714,female
lisette,elisabeth,0.542857143,female
lisette,elisa,0.571428571,female
lisette,bettye,0.6,female
lisette,betty,0.628571429,female
lisette,lisbeth,0.657142857,female
lisette,bettina,0.685714286,female
lisette,bettie,0.714285714,female
lisette,lizzy,0.742857143,female
lisette,bette,0.771428571,female
lisette,bett,0.8,female
lisette,betsy,0.828571429,female
lisette,betsey,0.857142857,female
lisette,bet,0.885714286,female
lisette,bessy,0.914285714,female
lisette,bessie,0.942857143,female
lisette,bess,0.971428571,female
lisette,babette,1,female
lissa,lyssa,0.028571429,female
lissa,lizzie,0.057142857,female
lissa,lizbeth,0.085714286,female
lissa,lizabeth,0.114285714,female
lissa,liza,0.142857143,female
lissa,liz,0.171428571,female
lissa,lisette,0.2,female
lissa,lisa,0.228571429,female
lissa,libby,0.257142857,female
lissa,elspeth,0.285714286,female
lissa,elizabeth,0.314285714,female
lissa,eliza,0.342857143,female
lissa,eliz,0.371428571,female
lissa,elize,0.4,female
lissa,elissa,0.428571429,female
lissa,elisha,0.457142857,female
lissa,elise,0.485714286,female
lissa,elisabetta,0.514285714,female
lissa,elisabeth,0.542857143,female
lissa,elisa,0.571428571,female
lissa,bettye,0.6,female
lissa,betty,0.628571429,female
lissa,lisbeth,0.657142857,female
lissa,bettina,0.685714286,female
lissa,bettie,0.714285714,female
lissa,lizzy,0.742857143,female
lissa,bette,0.771428571,female
lissa,bett,0.8,female
lissa,betsy,0.828571429,female
lissa,betsey,0.857142857,female
lissa,bet,0.885714286,female
lissa,bessy,0.914285714,female
lissa,bessie,0.942857143,female
lissa,bess,0.971428571,female
lissa,babette,1,female
livia,olivia,0.25,female
livia,olivi,0.5,female
livia,olive,0.75,female
livia,livvie,1,female
livvie,olivia,0.25,female
livvie,olivi,0.5,female
livvie,olive,0.75,female
livvie,livia,1,female
liz,lyssa,0.028571429,female
liz,lizzie,0.057142857,female
liz,lizbeth,0.085714286,female
liz,lizabeth,0.114285714,female
liz,liza,0.142857143,female
liz,lissa,0.171428571,female
liz,lisette,0.2,female
liz,lisa,0.228571429,female
liz,libby,0.257142857,female
liz,elspeth,0.285714286,female
liz,elizabeth,0.314285714,female
liz,eliza,0.342857143,female
liz,eliz,0.371428571,female
liz,elize,0.4,female
liz,elissa,0.428571429,female
liz,elisha,0.457142857,female
liz,elise,0.485714286,female
liz,elisabetta,0.514285714,female
liz,elisabeth,0.542857143,female
liz,elisa,0.571428571,female
liz,bettye,0.6,female
liz,betty,0.628571429,female
liz,lisbeth,0.657142857,female
liz,bettina,0.685714286,female
liz,bettie,0.714285714,female
liz,lizzy,0.742857143,female
liz,bette,0.771428571,female
liz,bett,0.8,female
liz,betsy,0.828571429,female
liz,betsey,0.857142857,female
liz,bet,0.885714286,female
liz,bessy,0.914285714,female
liz,bessie,0.942857143,female
liz,bess,0.971428571,female
liz,babette,1,female
liza,lyssa,0.028571429,female
liza,lizzie,0.057142857,female
liza,lizbeth,0.085714286,female
liza,lizabeth,0.114285714,female
liza,liz,0.142857143,female
liza,lissa,0.171428571,female
liza,lisette,0.2,female
liza,lisa,0.228571429,female
liza,libby,0.257142857,female
liza,elspeth,0.285714286,female
liza,elizabeth,0.314285714,female
liza,eliza,0.342857143,female
liza,eliz,0.371428571,female
liza,elize,0.4,female
liza,elissa,0.428571429,female
liza,elisha,0.457142857,female
liza,elise,0.485714286,female
liza,elisabetta,0.514285714,female
liza,elisabeth,0.542857143,female
liza,elisa,0.571428571,female
liza,bettye,0.6,female
liza,betty,0.628571429,female
liza,lisbeth,0.657142857,female
liza,bettina,0.685714286,female
liza,bettie,0.714285714,female
liza,lizzy,0.742857143,female
liza,bette,0.771428571,female
liza,bett,0.8,female
liza,betsy,0.828571429,female
liza,betsey,0.857142857,female
liza,bet,0.885714286,female
liza,bessy,0.914285714,female
liza,bessie,0.942857143,female
liza,bess,0.971428571,female
liza,babette,1,female
lizabeth,lyssa,0.028571429,female
lizabeth,lizzie,0.057142857,female
lizabeth,lizbeth,0.085714286,female
lizabeth,liza,0.114285714,female
lizabeth,liz,0.142857143,female
lizabeth,lissa,0.171428571,female
lizabeth,lisette,0.2,female
lizabeth,lisa,0.228571429,female
lizabeth,libby,0.257142857,female
lizabeth,elspeth,0.285714286,female
lizabeth,elizabeth,0.314285714,female
lizabeth,eliza,0.342857143,female
lizabeth,eliz,0.371428571,female
lizabeth,elize,0.4,female
lizabeth,elissa,0.428571429,female
lizabeth,elisha,0.457142857,female
lizabeth,elise,0.485714286,female
lizabeth,elisabetta,0.514285714,female
lizabeth,elisabeth,0.542857143,female
lizabeth,elisa,0.571428571,female
lizabeth,bettye,0.6,female
lizabeth,betty,0.628571429,female
lizabeth,lisbeth,0.657142857,female
lizabeth,bettina,0.685714286,female
lizabeth,bettie,0.714285714,female
lizabeth,lizzy,0.742857143,female
lizabeth,bette,0.771428571,female
lizabeth,bett,0.8,female
lizabeth,betsy,0.828571429,female
lizabeth,betsey,0.857142857,female
lizabeth,bet,0.885714286,female
lizabeth,bessy,0.914285714,female
lizabeth,bessie,0.942857143,female
lizabeth,bess,0.971428571,female
lizabeth,babette,1,female
lizbeth,lyssa,0.028571429,female
lizbeth,lizzie,0.057142857,female
lizbeth,lizabeth,0.085714286,female
lizbeth,liza,0.114285714,female
lizbeth,liz,0.142857143,female
lizbeth,lissa,0.171428571,female
lizbeth,lisette,0.2,female
lizbeth,lisa,0.228571429,female
lizbeth,libby,0.257142857,female
lizbeth,elspeth,0.285714286,female
lizbeth,elizabeth,0.314285714,female
lizbeth,eliza,0.342857143,female
lizbeth,eliz,0.371428571,female
lizbeth,elize,0.4,female
lizbeth,elissa,0.428571429,female
lizbeth,elisha,0.457142857,female
lizbeth,elise,0.485714286,female
lizbeth,elisabetta,0.514285714,female
lizbeth,elisabeth,0.542857143,female
lizbeth,elisa,0.571428571,female
lizbeth,bettye,0.6,female
lizbeth,betty,0.628571429,female
lizbeth,lisbeth,0.657142857,female
lizbeth,bettina,0.685714286,female
lizbeth,bettie,0.714285714,female
lizbeth,lizzy,0.742857143,female
lizbeth,bette,0.771428571,female
lizbeth,bett,0.8,female
lizbeth,betsy,0.828571429,female
lizbeth,betsey,0.857142857,female
lizbeth,bet,0.885714286,female
lizbeth,bessy,0.914285714,female
lizbeth,bessie,0.942857143,female
lizbeth,bess,0.971428571,female
lizbeth,babette,1,female
lizzie,lyssa,0.028571429,female
lizzie,lizbeth,0.057142857,female
lizzie,lizabeth,0.085714286,female
lizzie,liza,0.114285714,female
lizzie,liz,0.142857143,female
lizzie,lissa,0.171428571,female
lizzie,lisette,0.2,female
lizzie,lisa,0.228571429,female
lizzie,libby,0.257142857,female
lizzie,elspeth,0.285714286,female
lizzie,elizabeth,0.314285714,female
lizzie,eliza,0.342857143,female
lizzie,eliz,0.371428571,female
lizzie,elize,0.4,female
lizzie,elissa,0.428571429,female
lizzie,elisha,0.457142857,female
lizzie,elise,0.485714286,female
lizzie,elisabetta,0.514285714,female
lizzie,elisabeth,0.542857143,female
lizzie,elisa,0.571428571,female
lizzie,bettye,0.6,female
lizzie,betty,0.628571429,female
lizzie,lisbeth,0.657142857,female
lizzie,bettina,0.685714286,female
lizzie,bettie,0.714285714,female
lizzie,lizzy,0.742857143,female
lizzie,bette,0.771428571,female
lizzie,bett,0.8,female
lizzie,betsy,0.828571429,female
lizzie,betsey,0.857142857,female
lizzie,bet,0.885714286,female
lizzie,bessy,0.914285714,female
lizzie,bessie,0.942857143,female
lizzie,bess,0.971428571,female
lizzie,babette,1,female
lizzy,lyssa,0.028571429,female
lizzy,lizzie,0.057142857,female
lizzy,lizbeth,0.085714286,female
lizzy,lizabeth,0.114285714,female
lizzy,liza,0.142857143,female
lizzy,liz,0.171428571,female
lizzy,lissa,0.2,female
lizzy,lisette,0.228571429,female
lizzy,lisa,0.257142857,female
lizzy,libby,0.285714286,female
lizzy,elspeth,0.314285714,female
lizzy,elizabeth,0.342857143,female
lizzy,eliza,0.371428571,female
lizzy,eliz,0.4,female
lizzy,elize,0.428571429,female
lizzy,elissa,0.457142857,female
lizzy,elisha,0.485714286,female
lizzy,elise,0.514285714,female
lizzy,elisabetta,0.542857143,female
lizzy,elisabeth,0.571428571,female
lizzy,elisa,0.6,female
lizzy,bettye,0.628571429,female
lizzy,betty,0.657142857,female
lizzy,lisbeth,0.685714286,female
lizzy,bettina,0.714285714,female
lizzy,bettie,0.742857143,female
lizzy,bette,0.771428571,female
lizzy,bett,0.8,female
lizzy,betsy,0.828571429,female
lizzy,betsey,0.857142857,female
lizzy,bet,0.885714286,female
lizzy,bessy,0.914285714,female
lizzy,bessie,0.942857143,female
lizzy,bess,0.971428571,female
lizzy,babette,1,female
lois,luise,0.25,female
lois,luisa,0.5,female
lois,louise,0.75,female
lois,louisa,1,female
lola,dolores,0.5,female
lola,delores,1,female
loraine,lorraine,1,female
loren,lorenza,0.2,female
loren,lauren,0.4,female
loren,laurel,0.6,female
loren,laura,0.8,female
loren,lara,1,female
lorenza,loren,0.2,female
lorenza,lauren,0.4,female
lorenza,laurel,0.6,female
lorenza,laura,0.8,female
lorenza,lara,1,female
lorraine,loraine,1,female
lottie,charlotte,0.5,female
lottie,carlotta,1,female
louisa,luise,0.25,female
louisa,luisa,0.5,female
louisa,louise,0.75,female
louisa,lois,1,female
louise,luise,0.25,female
louise,luisa,0.5,female
louise,louisa,0.75,female
louise,lois,1,female
lucia,luzia,1,female
lucie,lucy,0.25,female
lucie,lucille,0.5,female
lucie,lucile,0.75,female
lucie,cindy,1,female
lucile,lucy,0.25,female
lucile,lucille,0.5,female
lucile,lucie,0.75,female
lucile,cindy,1,female
lucille,lucy,0.25,female
lucille,lucile,0.5,female
lucille,lucie,0.75,female
lucille,cindy,1,female
lucy,lucille,0.25,female
lucy,lucile,0.5,female
lucy,lucie,0.75,female
lucy,cindy,1,female
luisa,luise,0.25,female
luisa,louise,0.5,female
luisa,louisa,0.75,female
luisa,lois,1,female
luise,luisa,0.25,female
luise,louise,0.5,female
luise,louisa,0.75,female
luise,lois,1,female
luzia,lucia,1,female
lydie,lindy,0.333333333,female
lydie,belinda,0.666666667,female
lydie,linda,1,female
lyn,lynn,0.333333333,female
lyn,lynette,0.666666667,female
lyn,linette,1,female
lynette,lynn,0.333333333,female
lynette,lyn,0.666666667,female
lynette,linette,1,female
lynn,lynette,0.333333333,female
lynn,lyn,0.666666667,female
lynn,linette,1,female
lyssa,lizzie,0.028571429,female
lyssa,lizbeth,0.057142857,female
lyssa,lizabeth,0.085714286,female
lyssa,liza,0.114285714,female
lyssa,liz,0.142857143,female
lyssa,lissa,0.171428571,female
lyssa,lisette,0.2,female
lyssa,lisa,0.228571429,female
lyssa,libby,0.257142857,female
lyssa,elspeth,0.285714286,female
lyssa,elizabeth,0.314285714,female
lyssa,eliza,0.342857143,female
lyssa,eliz,0.371428571,female
lyssa,elize,0.4,female
lyssa,elissa,0.428571429,female
lyssa,elisha,0.457142857,female
lyssa,elise,0.485714286,female
lyssa,elisabetta,0.514285714,female
lyssa,elisabeth,0.542857143,female
lyssa,elisa,0.571428571,female
lyssa,bettye,0.6,female
lyssa,betty,0.628571429,female
lyssa,lisbeth,0.657142857,female
lyssa,bettina,0.685714286,female
lyssa,bettie,0.714285714,female
lyssa,lizzy,0.742857143,female
lyssa,bette,0.771428571,female
lyssa,bett,0.8,female
lyssa,betsy,0.828571429,female
lyssa,betsey,0.857142857,female
lyssa,bet,0.885714286,female
lyssa,bessy,0.914285714,female
lyssa,bessie,0.942857143,female
lyssa,bess,0.971428571,female
