lastname,freq,race
frasco,2.55E-05,White (not Hispanic)
frasier,2.55E-05,White (not Hispanic)
frauenhoff,2.55E-05,White (not Hispanic)
frazee,2.55E-05,White (not Hispanic)
frazer,2.55E-05,White (not Hispanic)
freauff,2.55E-05,White (not Hispanic)
freeland,2.55E-05,White (not Hispanic)
freitag,2.55E-05,White (not Hispanic)
frentress,2.55E-05,White (not Hispanic)
freymuth,2.55E-05,White (not Hispanic)
fringer,2.55E-05,White (not Hispanic)
fritts,2.55E-05,White (not Hispanic)
fritzlan,2.55E-05,White (not Hispanic)
frizzell,2.55E-05,White (not Hispanic)
fronapfel,2.55E-05,White (not Hispanic)
fryberger,2.55E-05,White (not Hispanic)
fugita,2.55E-05,White (not Hispanic)
fundingsland,2.55E-05,White (not Hispanic)
futrell,2.55E-05,White (not Hispanic)
gabbert,2.55E-05,White (not Hispanic)
gabehart,2.55E-05,White (not Hispanic)
gaber,2.55E-05,White (not Hispanic)
gaccetta,2.55E-05,White (not Hispanic)
gade,2.55E-05,White (not Hispanic)
galbraith,2.55E-05,White (not Hispanic)
gamayunova,2.55E-05,White (not Hispanic)
gamber,2.55E-05,White (not Hispanic)
gammel,2.55E-05,White (not Hispanic)
gandee,2.55E-05,White (not Hispanic)
ganem,2.55E-05,White (not Hispanic)
garrick,2.55E-05,White (not Hispanic)
garrity,2.55E-05,White (not Hispanic)
garske,2.55E-05,White (not Hispanic)
garten,2.55E-05,White (not Hispanic)
gasper,2.55E-05,White (not Hispanic)
gastineau,2.55E-05,White (not Hispanic)
gaudet,2.55E-05,White (not Hispanic)
gaul,2.55E-05,White (not Hispanic)
gauthier,2.55E-05,White (not Hispanic)
gavito,2.55E-05,White (not Hispanic)
gendill,2.55E-05,White (not Hispanic)
gentz,2.55E-05,White (not Hispanic)
geoffroy,2.55E-05,White (not Hispanic)
gerace,2.55E-05,White (not Hispanic)
gerard,2.55E-05,White (not Hispanic)
gerdes,2.55E-05,White (not Hispanic)
germann,2.55E-05,White (not Hispanic)
gerstner,2.55E-05,White (not Hispanic)
gertner,2.55E-05,White (not Hispanic)
gervais,2.55E-05,White (not Hispanic)
gettman,2.55E-05,White (not Hispanic)
gianinetti,2.55E-05,White (not Hispanic)
gidenko,2.55E-05,White (not Hispanic)
giebler,2.55E-05,White (not Hispanic)
gieck,2.55E-05,White (not Hispanic)
giffin,2.55E-05,White (not Hispanic)
gilbreth,2.55E-05,White (not Hispanic)
gilcrease,2.55E-05,White (not Hispanic)
gile,2.55E-05,White (not Hispanic)
gilfillan,2.55E-05,White (not Hispanic)
gillaspie,2.55E-05,White (not Hispanic)
gillenwater,2.55E-05,White (not Hispanic)
gillum,2.55E-05,White (not Hispanic)
gilson,2.55E-05,White (not Hispanic)
giltner,2.55E-05,White (not Hispanic)
gimm,2.55E-05,White (not Hispanic)
gleeson,2.55E-05,White (not Hispanic)
glick,2.55E-05,White (not Hispanic)
glidewell,2.55E-05,White (not Hispanic)
glock,2.55E-05,White (not Hispanic)
gloor,2.55E-05,White (not Hispanic)
gloss,2.55E-05,White (not Hispanic)
glovan,2.55E-05,White (not Hispanic)
glynn,2.55E-05,White (not Hispanic)
godby,2.55E-05,White (not Hispanic)
godlewski,2.55E-05,White (not Hispanic)
godsey,2.55E-05,White (not Hispanic)
goggin,2.55E-05,White (not Hispanic)
goings,2.55E-05,White (not Hispanic)
golgart,2.55E-05,White (not Hispanic)
gomer,2.55E-05,White (not Hispanic)
gooden,2.55E-05,White (not Hispanic)
goodnight,2.55E-05,White (not Hispanic)
goodwine,2.55E-05,White (not Hispanic)
goracke,2.55E-05,White (not Hispanic)
goranson,2.55E-05,White (not Hispanic)
gosney,2.55E-05,White (not Hispanic)
gossage,2.55E-05,White (not Hispanic)
gossett,2.55E-05,White (not Hispanic)
gouin,2.55E-05,White (not Hispanic)
goulding,2.55E-05,White (not Hispanic)
gower,2.55E-05,White (not Hispanic)
grabau,2.55E-05,White (not Hispanic)
gracie,2.55E-05,White (not Hispanic)
grafton,2.55E-05,White (not Hispanic)
grammer,2.55E-05,White (not Hispanic)
grand,2.55E-05,White (not Hispanic)
graoui,2.55E-05,White (not Hispanic)
grasser,2.55E-05,White (not Hispanic)
graziano,2.55E-05,White (not Hispanic)
greenwalt,2.55E-05,White (not Hispanic)
greenwell,2.55E-05,White (not Hispanic)
gregor,2.55E-05,White (not Hispanic)
grider,2.55E-05,White (not Hispanic)
griebel,2.55E-05,White (not Hispanic)
griese,2.55E-05,White (not Hispanic)
grieve,2.55E-05,White (not Hispanic)
grinstaff,2.55E-05,White (not Hispanic)
grise,2.55E-05,White (not Hispanic)
grismore,2.55E-05,White (not Hispanic)
grothe,2.55E-05,White (not Hispanic)
grow,2.55E-05,White (not Hispanic)
grundman,2.55E-05,White (not Hispanic)
guegan,2.55E-05,White (not Hispanic)
guerin,2.55E-05,White (not Hispanic)
guernsey,2.55E-05,White (not Hispanic)
guerrieri,2.55E-05,White (not Hispanic)
guffey,2.55E-05,White (not Hispanic)
guidry,2.55E-05,White (not Hispanic)
gulbrandson,2.55E-05,White (not Hispanic)
gulley,2.55E-05,White (not Hispanic)
gully,2.55E-05,White (not Hispanic)
gumbiner,2.55E-05,White (not Hispanic)
gural,2.55E-05,White (not Hispanic)
gustin,2.55E-05,White (not Hispanic)
gutshall,2.55E-05,White (not Hispanic)
gysin,2.55E-05,White (not Hispanic)
haan,2.55E-05,White (not Hispanic)
haberer,2.55E-05,White (not Hispanic)
habermehl,2.55E-05,White (not Hispanic)
habert,2.55E-05,White (not Hispanic)
hackenberg,2.55E-05,White (not Hispanic)
haden,2.55E-05,White (not Hispanic)
hafner,2.55E-05,White (not Hispanic)
hahne,2.55E-05,White (not Hispanic)
haig,2.55E-05,White (not Hispanic)
haile,2.55E-05,White (not Hispanic)
hain,2.55E-05,White (not Hispanic)
halley,2.55E-05,White (not Hispanic)
hallock,2.55E-05,White (not Hispanic)
halter,2.55E-05,White (not Hispanic)
hamann,2.55E-05,White (not Hispanic)
hamburg,2.55E-05,White (not Hispanic)
hamer,2.55E-05,White (not Hispanic)
hammack,2.55E-05,White (not Hispanic)
hammers,2.55E-05,White (not Hispanic)
hamner,2.55E-05,White (not Hispanic)
handler,2.55E-05,White (not Hispanic)
hanenberg,2.55E-05,White (not Hispanic)
haner,2.55E-05,White (not Hispanic)
hannafious,2.55E-05,White (not Hispanic)
hansel,2.55E-05,White (not Hispanic)
haptonstall,2.55E-05,White (not Hispanic)
hardaway,2.55E-05,White (not Hispanic)
hardcastle,2.55E-05,White (not Hispanic)
hardey,2.55E-05,White (not Hispanic)
hardt,2.55E-05,White (not Hispanic)
hare,2.55E-05,White (not Hispanic)
hargrave,2.55E-05,White (not Hispanic)
harlow,2.55E-05,White (not Hispanic)
harp,2.55E-05,White (not Hispanic)
harrah,2.55E-05,White (not Hispanic)
harrod,2.55E-05,White (not Hispanic)
harroun,2.55E-05,White (not Hispanic)
harsh,2.55E-05,White (not Hispanic)
hartsough,2.55E-05,White (not Hispanic)
hash,2.55E-05,White (not Hispanic)
hashman,2.55E-05,White (not Hispanic)
haskell,2.55E-05,White (not Hispanic)
hauner,2.55E-05,White (not Hispanic)
haupt,2.55E-05,White (not Hispanic)
hauptman,2.55E-05,White (not Hispanic)
hause,2.55E-05,White (not Hispanic)
haviland,2.55E-05,White (not Hispanic)
hayne,2.55E-05,White (not Hispanic)
hayner,2.55E-05,White (not Hispanic)
haywood,2.55E-05,White (not Hispanic)
heaney,2.55E-05,White (not Hispanic)
hearne,2.55E-05,White (not Hispanic)
hearon,2.55E-05,White (not Hispanic)
heaston,2.55E-05,White (not Hispanic)
hefty,2.55E-05,White (not Hispanic)
hegwood,2.55E-05,White (not Hispanic)
heid,2.55E-05,White (not Hispanic)
heikes,2.55E-05,White (not Hispanic)
heilman,2.55E-05,White (not Hispanic)
heins,2.55E-05,White (not Hispanic)
heinze,2.55E-05,White (not Hispanic)
heissenbuttel,2.55E-05,White (not Hispanic)
hellbusch,2.55E-05,White (not Hispanic)
hellem,2.55E-05,White (not Hispanic)
helling,2.55E-05,White (not Hispanic)
helman,2.55E-05,White (not Hispanic)
henneck,2.55E-05,White (not Hispanic)
hennessy,2.55E-05,White (not Hispanic)
henningsen,2.55E-05,White (not Hispanic)
henthorn,2.55E-05,White (not Hispanic)
hepner,2.55E-05,White (not Hispanic)
herder,2.55E-05,White (not Hispanic)
hermes,2.55E-05,White (not Hispanic)
hermesman,2.55E-05,White (not Hispanic)
herod,2.55E-05,White (not Hispanic)
hersh,2.55E-05,White (not Hispanic)
herwick,2.55E-05,White (not Hispanic)
heskett,2.55E-05,White (not Hispanic)
hesselberg,2.55E-05,White (not Hispanic)
hessner,2.55E-05,White (not Hispanic)
heth,2.55E-05,White (not Hispanic)
hewes,2.55E-05,White (not Hispanic)
hewson,2.55E-05,White (not Hispanic)
hibberd,2.55E-05,White (not Hispanic)
hibbert,2.55E-05,White (not Hispanic)
hicken,2.55E-05,White (not Hispanic)
hiebert,2.55E-05,White (not Hispanic)
high,2.55E-05,White (not Hispanic)
hight,2.55E-05,White (not Hispanic)
higley,2.55E-05,White (not Hispanic)
himmelman,2.55E-05,White (not Hispanic)
hinrichs,2.55E-05,White (not Hispanic)
hinshaw,2.55E-05,White (not Hispanic)
hinson,2.55E-05,White (not Hispanic)
hintz,2.55E-05,White (not Hispanic)
hirst,2.55E-05,White (not Hispanic)
hitch,2.55E-05,White (not Hispanic)
hixson,2.55E-05,White (not Hispanic)
hock,2.55E-05,White (not Hispanic)
hockett,2.55E-05,White (not Hispanic)
hockman,2.55E-05,White (not Hispanic)
hoeft,2.55E-05,White (not Hispanic)
hoffarth,2.55E-05,White (not Hispanic)
hoffer,2.55E-05,White (not Hispanic)
hoffmeyer,2.55E-05,White (not Hispanic)
hoggatt,2.55E-05,White (not Hispanic)
hoglund,2.55E-05,White (not Hispanic)
hohman,2.55E-05,White (not Hispanic)
hoins,2.55E-05,White (not Hispanic)
hollenbeck,2.55E-05,White (not Hispanic)
holliday,2.55E-05,White (not Hispanic)
holloman,2.55E-05,White (not Hispanic)
hollowell,2.55E-05,White (not Hispanic)
holmberg,2.55E-05,White (not Hispanic)
holter,2.55E-05,White (not Hispanic)
holtz,2.55E-05,White (not Hispanic)
homack,2.55E-05,White (not Hispanic)
hooks,2.55E-05,White (not Hispanic)
horowitz,2.55E-05,White (not Hispanic)
hose,2.55E-05,White (not Hispanic)
hotz,2.55E-05,White (not Hispanic)
houck,2.55E-05,White (not Hispanic)
houlton,2.55E-05,White (not Hispanic)
hounshell,2.55E-05,White (not Hispanic)
houseman,2.55E-05,White (not Hispanic)
howland,2.55E-05,White (not Hispanic)
hoyer,2.55E-05,White (not Hispanic)
hoylman,2.55E-05,White (not Hispanic)
hren,2.55E-05,White (not Hispanic)
huckfeldt,2.55E-05,White (not Hispanic)
hufford,2.55E-05,White (not Hispanic)
hug,2.55E-05,White (not Hispanic)
hughey,2.55E-05,White (not Hispanic)
huiting,2.55E-05,White (not Hispanic)
hulsey,2.55E-05,White (not Hispanic)
hulstrom,2.55E-05,White (not Hispanic)
huppenthal,2.55E-05,White (not Hispanic)
hurlbut,2.55E-05,White (not Hispanic)
huscher,2.55E-05,White (not Hispanic)
hut,2.55E-05,White (not Hispanic)
hutchcraft,2.55E-05,White (not Hispanic)
hyland,2.55E-05,White (not Hispanic)
iacono,2.55E-05,White (not Hispanic)
ibrahim,2.55E-05,White (not Hispanic)
ice,2.55E-05,White (not Hispanic)
igo,2.55E-05,White (not Hispanic)
igoe,2.55E-05,White (not Hispanic)
imhoff,2.55E-05,White (not Hispanic)
ingham,2.55E-05,White (not Hispanic)
irby,2.55E-05,White (not Hispanic)
irelan,2.55E-05,White (not Hispanic)
isaacson,2.55E-05,White (not Hispanic)
ito,2.55E-05,White (not Hispanic)
ivy,2.55E-05,White (not Hispanic)
jablonski,2.55E-05,White (not Hispanic)
jahnke,2.55E-05,White (not Hispanic)
jalbert,2.55E-05,White (not Hispanic)
jantz,2.55E-05,White (not Hispanic)
jarman,2.55E-05,White (not Hispanic)
jeffords,2.55E-05,White (not Hispanic)
jencks,2.55E-05,White (not Hispanic)
jernberg,2.55E-05,White (not Hispanic)
jerome,2.55E-05,White (not Hispanic)
jessee,2.55E-05,White (not Hispanic)
jesser,2.55E-05,White (not Hispanic)
jimerson,2.55E-05,White (not Hispanic)
jiron,2.55E-05,White (not Hispanic)
job,2.55E-05,White (not Hispanic)
jochum,2.55E-05,White (not Hispanic)
johannes,2.55E-05,White (not Hispanic)
johanson,2.55E-05,White (not Hispanic)
jolley,2.55E-05,White (not Hispanic)
joslyn,2.55E-05,White (not Hispanic)
juhl,2.55E-05,White (not Hispanic)
jump,2.55E-05,White (not Hispanic)
jurmu,2.55E-05,White (not Hispanic)
jurney,2.55E-05,White (not Hispanic)
kade,2.55E-05,White (not Hispanic)
kadlec,2.55E-05,White (not Hispanic)
kalin,2.55E-05,White (not Hispanic)
kaminsky,2.55E-05,White (not Hispanic)
karas,2.55E-05,White (not Hispanic)
karg,2.55E-05,White (not Hispanic)
kargar,2.55E-05,White (not Hispanic)
karle,2.55E-05,White (not Hispanic)
kascak,2.55E-05,White (not Hispanic)
kaska,2.55E-05,White (not Hispanic)
kassel,2.55E-05,White (not Hispanic)
kasten,2.55E-05,White (not Hispanic)
katsuba,2.55E-05,White (not Hispanic)
katzer,2.55E-05,White (not Hispanic)
katzman,2.55E-05,White (not Hispanic)
kaus,2.55E-05,White (not Hispanic)
keech,2.55E-05,White (not Hispanic)
keene,2.55E-05,White (not Hispanic)
keesling,2.55E-05,White (not Hispanic)
keeton,2.55E-05,White (not Hispanic)
kehoe,2.55E-05,White (not Hispanic)
kellen,2.55E-05,White (not Hispanic)
kellett,2.55E-05,White (not Hispanic)
kemper,2.55E-05,White (not Hispanic)
kenna,2.55E-05,White (not Hispanic)
kenworthy,2.55E-05,White (not Hispanic)
kerbel,2.55E-05,White (not Hispanic)
kercher,2.55E-05,White (not Hispanic)
kersey,2.55E-05,White (not Hispanic)
kessel,2.55E-05,White (not Hispanic)
ketcham,2.55E-05,White (not Hispanic)
khelik,2.55E-05,White (not Hispanic)
kidwell,2.55E-05,White (not Hispanic)
kier,2.55E-05,White (not Hispanic)
kiess,2.55E-05,White (not Hispanic)
kilburn,2.55E-05,White (not Hispanic)
kildow,2.55E-05,White (not Hispanic)
killam,2.55E-05,White (not Hispanic)
killen,2.55E-05,White (not Hispanic)
killingbeck,2.55E-05,White (not Hispanic)
kind,2.55E-05,White (not Hispanic)
kindsvater,2.55E-05,White (not Hispanic)
kindvall,2.55E-05,White (not Hispanic)
kinnison,2.55E-05,White (not Hispanic)
kintz,2.55E-05,White (not Hispanic)
kirchner,2.55E-05,White (not Hispanic)
kirschbaum,2.55E-05,White (not Hispanic)
kishbaugh,2.55E-05,White (not Hispanic)
kistler,2.55E-05,White (not Hispanic)
kleinman,2.55E-05,White (not Hispanic)
kler,2.55E-05,White (not Hispanic)
klingensmith,2.55E-05,White (not Hispanic)
klinger,2.55E-05,White (not Hispanic)
klinglesmith,2.55E-05,White (not Hispanic)
kloberdanz,2.55E-05,White (not Hispanic)
klocker,2.55E-05,White (not Hispanic)
knopp,2.55E-05,White (not Hispanic)
knostman,2.55E-05,White (not Hispanic)
knutsen,2.55E-05,White (not Hispanic)
kocher,2.55E-05,White (not Hispanic)
kolar,2.55E-05,White (not Hispanic)
konkel,2.55E-05,White (not Hispanic)
koon,2.55E-05,White (not Hispanic)
koonce,2.55E-05,White (not Hispanic)
koons,2.55E-05,White (not Hispanic)
koops,2.55E-05,White (not Hispanic)
kopischke,2.55E-05,White (not Hispanic)
korbe,2.55E-05,White (not Hispanic)
korf,2.55E-05,White (not Hispanic)
korte,2.55E-05,White (not Hispanic)
korthuis,2.55E-05,White (not Hispanic)
koslosky,2.55E-05,White (not Hispanic)
kotova,2.55E-05,White (not Hispanic)
kottenstette,2.55E-05,White (not Hispanic)
kraatz,2.55E-05,White (not Hispanic)
krainock,2.55E-05,White (not Hispanic)
krajcovic,2.55E-05,White (not Hispanic)
kravig,2.55E-05,White (not Hispanic)
kreimier,2.55E-05,White (not Hispanic)
krey,2.55E-05,White (not Hispanic)
krivanek,2.55E-05,White (not Hispanic)
kroeker,2.55E-05,White (not Hispanic)
kroschel,2.55E-05,White (not Hispanic)
kube,2.55E-05,White (not Hispanic)
kuhl,2.55E-05,White (not Hispanic)
kuhlmann,2.55E-05,White (not Hispanic)
kull,2.55E-05,White (not Hispanic)
kulp,2.55E-05,White (not Hispanic)
kunkel,2.55E-05,White (not Hispanic)
kuretich,2.55E-05,White (not Hispanic)
kurth,2.55E-05,White (not Hispanic)
kushner,2.55E-05,White (not Hispanic)
kuster,2.55E-05,White (not Hispanic)
kuykendall,2.55E-05,White (not Hispanic)
kuzma,2.55E-05,White (not Hispanic)
kyger,2.55E-05,White (not Hispanic)
labriola,2.55E-05,White (not Hispanic)
lachelt,2.55E-05,White (not Hispanic)
ladwig,2.55E-05,White (not Hispanic)
lahey,2.55E-05,White (not Hispanic)
lair,2.55E-05,White (not Hispanic)
lajoie,2.55E-05,White (not Hispanic)
lalonde,2.55E-05,White (not Hispanic)
lampe,2.55E-05,White (not Hispanic)
lander,2.55E-05,White (not Hispanic)
landorf,2.55E-05,White (not Hispanic)
landy,2.55E-05,White (not Hispanic)
laniel,2.55E-05,White (not Hispanic)
lantzy,2.55E-05,White (not Hispanic)
lark,2.55E-05,White (not Hispanic)
larocque,2.55E-05,White (not Hispanic)
larose,2.55E-05,White (not Hispanic)
larrabee,2.55E-05,White (not Hispanic)
larue,2.55E-05,White (not Hispanic)
lasky,2.55E-05,White (not Hispanic)
lassiter,2.55E-05,White (not Hispanic)
laub,2.55E-05,White (not Hispanic)
lauck,2.55E-05,White (not Hispanic)
laudick,2.55E-05,White (not Hispanic)
laverty,2.55E-05,White (not Hispanic)
layne,2.55E-05,White (not Hispanic)
lazzaro,2.55E-05,White (not Hispanic)
lebel,2.55E-05,White (not Hispanic)
leedom,2.55E-05,White (not Hispanic)
leeds,2.55E-05,White (not Hispanic)
leenerts,2.55E-05,White (not Hispanic)
leet,2.55E-05,White (not Hispanic)
leger,2.55E-05,White (not Hispanic)
leifheit,2.55E-05,White (not Hispanic)
lein,2.55E-05,White (not Hispanic)
leingang,2.55E-05,White (not Hispanic)
leister,2.55E-05,White (not Hispanic)
leith,2.55E-05,White (not Hispanic)
leitner,2.55E-05,White (not Hispanic)
lemme,2.55E-05,White (not Hispanic)
lenberg,2.55E-05,White (not Hispanic)
lennon,2.55E-05,White (not Hispanic)
leo,2.55E-05,White (not Hispanic)
leopold,2.55E-05,White (not Hispanic)
lepine,2.55E-05,White (not Hispanic)
lepore,2.55E-05,White (not Hispanic)
lesjak,2.55E-05,White (not Hispanic)
leuenberger,2.55E-05,White (not Hispanic)
leverett,2.55E-05,White (not Hispanic)
levinson,2.55E-05,White (not Hispanic)
levis,2.55E-05,White (not Hispanic)
libby,2.55E-05,White (not Hispanic)
lichter,2.55E-05,White (not Hispanic)
lick,2.55E-05,White (not Hispanic)
liddle,2.55E-05,White (not Hispanic)
lieb,2.55E-05,White (not Hispanic)
lieber,2.55E-05,White (not Hispanic)
lieser,2.55E-05,White (not Hispanic)
lightcap,2.55E-05,White (not Hispanic)
liles,2.55E-05,White (not Hispanic)
lillard,2.55E-05,White (not Hispanic)
lilley,2.55E-05,White (not Hispanic)
lindberg,2.55E-05,White (not Hispanic)
lindell,2.55E-05,White (not Hispanic)
linden,2.55E-05,White (not Hispanic)
lindley,2.55E-05,White (not Hispanic)
lindsley,2.55E-05,White (not Hispanic)
lingle,2.55E-05,White (not Hispanic)
lintner,2.55E-05,White (not Hispanic)
lipe,2.55E-05,White (not Hispanic)
lippert,2.55E-05,White (not Hispanic)
liston,2.55E-05,White (not Hispanic)
littlejohn,2.55E-05,White (not Hispanic)
littrell,2.55E-05,White (not Hispanic)
loberg,2.55E-05,White (not Hispanic)
lock,2.55E-05,White (not Hispanic)
lockard,2.55E-05,White (not Hispanic)
loesch,2.55E-05,White (not Hispanic)
lohman,2.55E-05,White (not Hispanic)
lohse,2.55E-05,White (not Hispanic)
longo,2.55E-05,White (not Hispanic)
longstreth,2.55E-05,White (not Hispanic)
loper,2.55E-05,White (not Hispanic)
lords,2.55E-05,White (not Hispanic)
lorentz,2.55E-05,White (not Hispanic)
lorentzen,2.55E-05,White (not Hispanic)
lorenzini,2.55E-05,White (not Hispanic)
losasso,2.55E-05,White (not Hispanic)
louie,2.55E-05,White (not Hispanic)
loutzenhiser,2.55E-05,White (not Hispanic)
lovelady,2.55E-05,White (not Hispanic)
lowrie,2.55E-05,White (not Hispanic)
lowther,2.55E-05,White (not Hispanic)
loy,2.55E-05,White (not Hispanic)
lozinski,2.55E-05,White (not Hispanic)
luark,2.55E-05,White (not Hispanic)
lubar,2.55E-05,White (not Hispanic)
lucci,2.55E-05,White (not Hispanic)
luckey,2.55E-05,White (not Hispanic)
luckner,2.55E-05,White (not Hispanic)
lukas,2.55E-05,White (not Hispanic)
lunn,2.55E-05,White (not Hispanic)
lunt,2.55E-05,White (not Hispanic)
lupton,2.55E-05,White (not Hispanic)
lutkin,2.55E-05,White (not Hispanic)
lux,2.55E-05,White (not Hispanic)
lykins,2.55E-05,White (not Hispanic)
lynes,2.55E-05,White (not Hispanic)
maaliki,2.55E-05,White (not Hispanic)
machado,2.55E-05,White (not Hispanic)
mackin,2.55E-05,White (not Hispanic)
macklberg,2.55E-05,White (not Hispanic)
maclean,2.55E-05,White (not Hispanic)
maddux,2.55E-05,White (not Hispanic)
maez,2.55E-05,White (not Hispanic)
magill,2.55E-05,White (not Hispanic)
mahone,2.55E-05,White (not Hispanic)
maki,2.55E-05,White (not Hispanic)
maliszewski,2.55E-05,White (not Hispanic)
mallett,2.55E-05,White (not Hispanic)
malley,2.55E-05,White (not Hispanic)
mally,2.55E-05,White (not Hispanic)
malmgren,2.55E-05,White (not Hispanic)
mancini,2.55E-05,White (not Hispanic)
mancuso,2.55E-05,White (not Hispanic)
manes,2.55E-05,White (not Hispanic)
maniscalco,2.55E-05,White (not Hispanic)
manuppella,2.55E-05,White (not Hispanic)
mark,2.55E-05,White (not Hispanic)
markel,2.55E-05,White (not Hispanic)
markle,2.55E-05,White (not Hispanic)
markovich,2.55E-05,White (not Hispanic)
marolf,2.55E-05,White (not Hispanic)
marone,2.55E-05,White (not Hispanic)
marple,2.55E-05,White (not Hispanic)
marrakchi,2.55E-05,White (not Hispanic)
martellaro,2.55E-05,White (not Hispanic)
marter,2.55E-05,White (not Hispanic)
martinek,2.55E-05,White (not Hispanic)
martins,2.55E-05,White (not Hispanic)
martsolf,2.55E-05,White (not Hispanic)
marvel,2.55E-05,White (not Hispanic)
mascarenas,2.55E-05,White (not Hispanic)
massie,2.55E-05,White (not Hispanic)
mattice,2.55E-05,White (not Hispanic)
matz,2.55E-05,White (not Hispanic)
mau,2.55E-05,White (not Hispanic)
mauser,2.55E-05,White (not Hispanic)
mauzy,2.55E-05,White (not Hispanic)
mavis,2.55E-05,White (not Hispanic)
max,2.55E-05,White (not Hispanic)
mayne,2.55E-05,White (not Hispanic)
mcadam,2.55E-05,White (not Hispanic)
mcaleer,2.55E-05,White (not Hispanic)
mcauliffe,2.55E-05,White (not Hispanic)
mccluskey,2.55E-05,White (not Hispanic)
mccreery,2.55E-05,White (not Hispanic)
mccrerey,2.55E-05,White (not Hispanic)
mcdevitt,2.55E-05,White (not Hispanic)
mcelfresh,2.55E-05,White (not Hispanic)
mcelhaney,2.55E-05,White (not Hispanic)
mcelhinney,2.55E-05,White (not Hispanic)
mceniry,2.55E-05,White (not Hispanic)
mcgehee,2.55E-05,White (not Hispanic)
mcgimsey,2.55E-05,White (not Hispanic)
mcguffin,2.55E-05,White (not Hispanic)
mchenry,2.55E-05,White (not Hispanic)
mchone,2.55E-05,White (not Hispanic)
mcinnis,2.55E-05,White (not Hispanic)
mckelvy,2.55E-05,White (not Hispanic)
mclachlan,2.55E-05,White (not Hispanic)
mcmechen,2.55E-05,White (not Hispanic)
mcminimee,2.55E-05,White (not Hispanic)
mcmorris,2.55E-05,White (not Hispanic)
mcmunn,2.55E-05,White (not Hispanic)
mcnellis,2.55E-05,White (not Hispanic)
mcquade,2.55E-05,White (not Hispanic)
mcrae,2.55E-05,White (not Hispanic)
mcrill,2.55E-05,White (not Hispanic)
mcvay,2.55E-05,White (not Hispanic)
mcwhirter,2.55E-05,White (not Hispanic)
meacham,2.55E-05,White (not Hispanic)
mease,2.55E-05,White (not Hispanic)
medlyn,2.55E-05,White (not Hispanic)
mee,2.55E-05,White (not Hispanic)
meersman,2.55E-05,White (not Hispanic)
meisman,2.55E-05,White (not Hispanic)
melaragno,2.55E-05,White (not Hispanic)
melendrez,2.55E-05,White (not Hispanic)
mellott,2.55E-05,White (not Hispanic)
meneley,2.55E-05,White (not Hispanic)
mercado,2.55E-05,White (not Hispanic)
merrifield,2.55E-05,White (not Hispanic)
merriman,2.55E-05,White (not Hispanic)
merten,2.55E-05,White (not Hispanic)
mesch,2.55E-05,White (not Hispanic)
mesmer,2.55E-05,White (not Hispanic)
messenger,2.55E-05,White (not Hispanic)
metcalfe,2.55E-05,White (not Hispanic)
metherd,2.55E-05,White (not Hispanic)
metivier,2.55E-05,White (not Hispanic)
michalski,2.55E-05,White (not Hispanic)
michener,2.55E-05,White (not Hispanic)
mickelsen,2.55E-05,White (not Hispanic)
micklich,2.55E-05,White (not Hispanic)
mika,2.55E-05,White (not Hispanic)
mikelson,2.55E-05,White (not Hispanic)
mikesell,2.55E-05,White (not Hispanic)
miklin,2.55E-05,White (not Hispanic)
milano,2.55E-05,White (not Hispanic)
milberger,2.55E-05,White (not Hispanic)
millhollin,2.55E-05,White (not Hispanic)
million,2.55E-05,White (not Hispanic)
millis,2.55E-05,White (not Hispanic)
mingus,2.55E-05,White (not Hispanic)
minich,2.55E-05,White (not Hispanic)
minter,2.55E-05,White (not Hispanic)
mix,2.55E-05,White (not Hispanic)
mizer,2.55E-05,White (not Hispanic)
moden,2.55E-05,White (not Hispanic)
moffitt,2.55E-05,White (not Hispanic)
mollohan,2.55E-05,White (not Hispanic)
monday,2.55E-05,White (not Hispanic)
money,2.55E-05,White (not Hispanic)
moneypenny,2.55E-05,White (not Hispanic)
monteferrante,2.55E-05,White (not Hispanic)
moorman,2.55E-05,White (not Hispanic)
moreau,2.55E-05,White (not Hispanic)
morehouse,2.55E-05,White (not Hispanic)
morey,2.55E-05,White (not Hispanic)
mosby,2.55E-05,White (not Hispanic)
moschetti,2.55E-05,White (not Hispanic)
mosley,2.55E-05,White (not Hispanic)
mowers,2.55E-05,White (not Hispanic)
moylan,2.55E-05,White (not Hispanic)
muehlbauer,2.55E-05,White (not Hispanic)
muetterties,2.55E-05,White (not Hispanic)
muilenburg,2.55E-05,White (not Hispanic)
muir,2.55E-05,White (not Hispanic)
munch,2.55E-05,White (not Hispanic)
muncy,2.55E-05,White (not Hispanic)
mundt,2.55E-05,White (not Hispanic)
munger,2.55E-05,White (not Hispanic)
munro,2.55E-05,White (not Hispanic)
murillo,2.55E-05,White (not Hispanic)
murphree,2.55E-05,White (not Hispanic)
musick,2.55E-05,White (not Hispanic)
mustard,2.55E-05,White (not Hispanic)
mutz,2.55E-05,White (not Hispanic)
myles,2.55E-05,White (not Hispanic)
nadon,2.55E-05,White (not Hispanic)
nall,2.55E-05,White (not Hispanic)
narum,2.55E-05,White (not Hispanic)
nathanson,2.55E-05,White (not Hispanic)
nau,2.55E-05,White (not Hispanic)
naughton,2.55E-05,White (not Hispanic)
naugle,2.55E-05,White (not Hispanic)
nault,2.55E-05,White (not Hispanic)
