postcode,country,primary_care_trust,longitude,latitude
CH3 8JE,England,Western Cheshire,-2.759653,53.202082
PR25 2TU,England,Central Lancashire,-2.699222,53.697336
G66 2AR,Scotland,East Dunbartonshire Community Health Partnership,-4.140386,55.937859
BT4 1QS,Northern Ireland,Belfast,-5.881092,54.607211
TN10 4QB,England,West Kent,0.282267,51.209977
CB2 8AY,England,Cambridgeshire,0.124362,52.191011
BB9 0HE,England,East Lancashire Teaching,-2.219822,53.823399
GU29 9ET,England,West Sussex,-0.75055,50.989878
YO18 8ES,England,North Yorkshire and York,-0.836342,54.316348
PE19 2HG,England,Cambridgeshire,-0.269092,52.213355
PH39 4NG,Scotland,Highland Health and Social Care Partnership,-5.848128,56.911849
BN15 0PU,England,West Sussex,-0.31952,50.838865
BS6 7QU,England,Bristol,-2.603606,51.476418
MK17 0DG,England,Milton Keynes,-0.774288,51.972546
KT19 9JN,England,Surrey,-0.275706,51.362838
CV32 6QN,England,Warwickshire,-1.545503,52.319288
EX31 4SH,England,Devon,-3.923745,51.167104
OL2 5DT,England,Oldham,-2.133485,53.558593
BA9 9EZ,England,Somerset,-2.408159,51.051469
G2 7JD,Scotland,Glasgow City Community Health Partnership,-4.256173,55.861687
B34 7SQ,England,Birmingham East and North,-1.762636,52.490405
M8 5RT,England,Manchester Teaching,-2.232533,53.517859
OX16 0PW,England,Oxfordshire,-1.361809,52.060485
NW5 4JL,England,Camden,-0.154755,51.550262
EN8 9RT,England,Hertfordshire,-0.035491,51.707627
L39 1LW,England,Central Lancashire,-2.892419,53.573152
PH41 4PU,Scotland,Highland Health and Social Care Partnership,-5.829361,57.005302
WN4 8XN,England,"Ashton, Leigh and Wigan",-2.620073,53.493339
HX3 8TE,England,Calderdale,-1.799991,53.730319
DH1 2AD,England,County Durham,-1.521537,54.787317
TN14 6NN,England,West Kent,0.195356,51.226497
S2 1BY,England,Sheffield,-1.426047,53.367138
HD5 9AF,England,Kirklees,-1.769317,53.643769
WR12 7DA,England,Worcestershire,-1.867718,52.036388
AB54 7XE,Scotland,Aberdeenshire Community Health Partnership,-2.645884,57.522759
ST3 2DT,England,Stoke on Trent,-2.157228,52.986447
DG9 8EP,Scotland,Dumfries and Galloway Community Health Partnership,-5.020207,54.903078
HD1 6JN,England,Kirklees,-1.780569,53.655531
B14 4PF,England,South Birmingham,-1.877425,52.404464
NR3 4BX,England,Norfolk,1.298025,52.646967
SW16 3SQ,England,Croydon,-0.105596,51.41548
M9 8LD,England,Manchester Teaching,-2.227555,53.52896
EN5 3NB,England,Barnet,-0.236085,51.646268
BS7 0NG,England,Bristol,-2.576784,51.497234
NR7 8NW,England,Norfolk,1.326284,52.653426
YO31 6DW,England,North Yorkshire and York,-1.065373,53.978217
HD5 9AE,England,Kirklees,-1.77066,53.644355
LS28 6DU,England,Leeds,-1.669558,53.806133
CW3 9RA,England,Shropshire County,-2.383428,52.980602
PO9 5FA,England,Hampshire,-0.969161,50.871429
OX10 8HP,England,Oxfordshire,-1.128725,51.604577
ME5 7NU,England,Medway,0.543725,51.360615
DE21 6FP,England,Derby City,-1.451376,52.926201
PO30 5PR,England,Isle of Wight National Health Service,-1.307017,50.71799
M28 1GA,England,Salford,-2.414937,53.504762
DE4 5DL,England,Derbyshire County,-1.482319,53.088343
CF31 4PY,Wales,Cwm Taf Morgannwg University Health Board,-3.59422,51.515106
L36 0UY,England,Knowsley,-2.838679,53.405531
BH31 6JS,England,Dorset,-1.885224,50.875239
SM1 3QP,England,Sutton and Merton,-0.171706,51.371504
LS27 8BE,England,Leeds,-1.595692,53.7437
B37 7NW,England,Solihull,-1.741644,52.46108
SE5 7LF,England,Southwark,-0.09351,51.48022
BT79 0BW,Northern Ireland,Western,-7.270942,54.570598
TQ7 1RN,England,Devon,-3.773727,50.286007
PH1 3JB,Scotland,Perth and Kinross Community Health Partnership,-3.55605,56.454923
SK4 2AA,England,Stockport,-2.187592,53.412611
NE5 1HU,England,Newcastle,-1.72148,55.000243
TA9 4BS,England,Somerset,-2.967378,51.258075
SE21 7JZ,England,Southwark,-0.086302,51.449087
TQ9 5XX,England,Devon,-3.686546,50.429374
WN1 1NJ,England,"Ashton, Leigh and Wigan",-2.629289,53.544643
DA1 4RA,England,Bexley,0.18178,51.463855
BN8 6QX,England,East Sussex Downs and Weald,0.175231,50.940674
SN15 2PJ,England,Wiltshire,-2.107328,51.411548
SA9 2SX,Wales,Powys Teaching Health Board,-3.787526,51.77651
HP10 9QR,England,Buckinghamshire,-0.694378,51.603773
BS37 6NL,England,South Gloucestershire,-2.382534,51.535775
CO1 2GE,England,North East Essex,0.910079,51.890001
BT39 9FJ,Northern Ireland,Northern,-5.995796,54.751134
ME8 7SY,England,Medway,0.608358,51.368484
NE36 0SW,England,South Tyneside,-1.43108,54.944495
CM1 3QR,England,Mid Essex,0.355683,51.701338
FK1 5SG,Scotland,Falkirk Community Health Partnership,-3.797855,56.000089
LD1 6AH,Wales,Powys Teaching Health Board,-3.382709,52.241804
S8 9TZ,England,Sheffield,-1.470657,53.36063
BT21 0PY,Northern Ireland,South Eastern,-5.569423,54.642739
BS8 2NB,England,Bristol,-2.609955,51.462177
DY8 4YQ,England,Dudley,-2.1571,52.471619
BL1 2XR,England,Bolton Teaching,-2.432725,53.582943
TS13 5LR,England,North Yorkshire and York,-0.771829,54.512596
CH48 2JL,England,Wirral,-3.170927,53.356451
ST1 3DS,England,Stoke on Trent,-2.172185,53.020684
BL1 8XH,England,Bolton Teaching,-2.432749,53.594125
W4 2BG,England,Hounslow,-0.258207,51.490794
L15 6YQ,England,Liverpool,-2.899101,53.401075
CM3 1DX,England,Mid Essex,0.452425,51.784552
DH7 9SR,England,County Durham,-1.666564,54.799907
L5 2BJ,England,Liverpool,-2.988839,53.422056
NN10 0AW,England,Northamptonshire Teaching,-0.598102,52.294316
PR6 0LB,England,Central Lancashire,-2.619833,53.649299
DN35 9HY,England,North East Lincolnshire,-0.044877,53.557379
RM12 5QX,England,Havering,0.208914,51.549266
PA15 4JA,Scotland,Inverclyde Community Health and Care Partnership,-4.76959,55.943055
CH2 4EN,England,Western Cheshire,-2.818699,53.224931
IG10 2NT,England,West Essex,0.075035,51.657356
DL11 7DN,England,North Yorkshire and York,-1.848572,54.486796
BA4 6RG,England,Somerset,-2.559707,51.119293
WS11 9WL,England,South Staffordshire,-2.028453,52.691866
CF31 4RY,Wales,Cwm Taf Morgannwg University Health Board,-3.597038,51.512028
EH16 5QD,Scotland,Edinburgh Community Health Partnership,-3.169064,55.926041
W10 6AY,England,Kensington and Chelsea,-0.223754,51.521832
M34 7LJ,England,Tameside and Glossop,-2.103677,53.437899
W1J 0QD,England,Westminster,-0.14079,51.50962
FY5 2EZ,England,North Lancashire Teaching,-3.020321,53.879419
TS18 3LL,England,Stockton-on-Tees Teaching,-1.321561,54.55551
LL15 2YG,Wales,Betsi Cadwaladr University Health Board,-3.257546,53.081399
HP14 4DY,England,Buckinghamshire,-0.868914,51.674169
EX1 3XF,England,Devon,-3.454162,50.73665
LD1 6YW,Wales,Powys Teaching Health Board,-3.373947,52.38411
SN14 6NP,England,Wiltshire,-2.24245,51.551353
WD18 1ES,England,Hertfordshire,-0.427873,51.641755
GL6 1JH,England,Gloucestershire,-2.221563,51.752857
TS3 0BA,England,Middlesbrough,-1.197623,54.548065
CB24 9XL,England,Cambridgeshire,0.107523,52.251028
B91 2EE,England,Solihull,-1.79195,52.431455
GL56 9LH,England,Gloucestershire,-1.736321,52.029946
NR18 0YE,England,Norfolk,1.130789,52.572421
BA11 2FL,England,Somerset,-2.293453,51.242598
PO8 0PX,England,Hampshire,-1.00006,50.948324
E17 3BN,England,Waltham Forest,-0.013387,51.586372
SO24 9JW,England,Hampshire,-1.16118,51.088022
CF81 9DW,Wales,Aneurin Bevan University Health Board,-3.219268,51.698431
TF11 8DP,England,Shropshire County,-2.373319,52.667935
IP31 3GB,England,Suffolk,0.809877,52.25106
DH3 3EZ,England,County Durham,-1.576151,54.858621
CB6 3DE,England,Cambridgeshire,0.250293,52.393253
WD18 0WA,England,Hertfordshire,-0.395888,51.652279
CM21 0DE,England,Hertfordshire,0.147285,51.817482
TR12 7NH,England,Cornwall and Isles of Scilly,-5.20441,49.968659
HU13 9JQ,England,East Riding of Yorkshire,-0.425275,53.72798
S10 3AQ,England,Sheffield,-1.512889,53.374301
SS3 0QG,England,South East Essex,0.755291,51.556346
BH21 7NF,England,Dorset,-1.919815,50.801988
BL7 9QZ,England,Bolton Teaching,-2.447121,53.624462
NN3 2JT,England,Northamptonshire Teaching,-0.866603,52.255813
WA7 3EZ,England,Halton and St Helens,-2.703759,53.309316
SW6 2NB,England,Hammersmith and Fulham,-0.190737,51.471924
DG1 1RP,Scotland,Dumfries and Galloway Community Health Partnership,-3.588402,55.089066
PE20 3HT,England,Lincolnshire Teaching,-0.15613,52.946767
BA2 8DA,England,Bath and North East Somerset,-2.434032,51.318654
PE13 2AR,England,Cambridgeshire,0.166044,52.66407
WF9 5ES,England,Wakefield District,-1.370707,53.624157
BD20 5DT,England,Bradford and Airedale Teaching,-1.889874,53.881379
RM10 8BS,England,Barking and Dagenham,0.173136,51.542164
WD19 6ET,England,Hertfordshire,-0.386823,51.620143
HP21 9AD,England,Buckinghamshire,-0.810977,51.795667
HR2 7NZ,England,Herefordshire,-2.725212,52.042824
PO16 8GG,England,Hampshire,-1.151383,50.850477
NP19 4AS,Wales,Aneurin Bevan University Health Board,-2.97112,51.575664
HG1 2QX,England,North Yorkshire and York,-1.552905,53.994707
W3 6DA,England,Ealing,-0.266168,51.508771
W13 0NT,England,Ealing,-0.324991,51.512701
CA13 9HX,England,Cumbria Teaching,-3.358407,54.663942
TD4 6EB,Scotland,Scottish Borders Community Health and Care Partnership,-2.680421,55.639622
NR21 0BY,England,Norfolk,0.961465,52.871195
SO51 0QA,England,Hampshire,-1.454782,51.00989
LS1 9UB,England,Leeds,-1.564099,53.796312
SG15 6RH,England,Bedfordshire,-0.26804,52.005635
DN21 3TW,England,Lincolnshire Teaching,-0.671,53.498377
S80 3JS,England,Rotherham,-1.221558,53.326546
YO17 7JW,England,North Yorkshire and York,-0.798948,54.136442
G61 2PJ,Scotland,East Dunbartonshire Community Health Partnership,-4.30711,55.915926
DD8 3AN,Scotland,Angus Community Health Partnership,-2.883955,56.645447
CV10 9NT,England,Warwickshire,-1.516812,52.523127
IP19 8HF,England,Great Yarmouth and Waveney,1.517335,52.342276
BT67 9DE,Northern Ireland,Southern,-6.337353,54.468441
DY1 2BN,England,Dudley,-2.096974,52.507171
HR6 8LH,England,Herefordshire,-2.741944,52.224394
PO5 1QS,England,Portsmouth City Teaching,-1.081485,50.790713
ST5 7JW,England,North Staffordshire,-2.249826,53.036466
NG17 8GD,England,Nottinghamshire County Teaching,-1.266929,53.104624
SE15 6BJ,England,Southwark,-0.070456,51.47844
PO4 9XR,England,Portsmouth City Teaching,-1.056701,50.784299
WA3 6LY,England,Warrington,-2.536829,53.418499
BT25 1RQ,Northern Ireland,South Eastern,-6.177117,54.442787
CH65 5ED,England,Western Cheshire,-2.888518,53.270659
SW6 2NP,England,Hammersmith and Fulham,-0.190082,51.470536
NE42 5AR,England,Northumberland,-1.843368,54.959367
LL57 3HL,Wales,Betsi Cadwaladr University Health Board,-4.058542,53.191466
EX2 8DY,England,Devon,-3.527086,50.713874
E11 4JX,England,Waltham Forest,0.006183,51.557395
WS3 4NT,England,Walsall Teaching,-1.967673,52.632731
CH63 2JW,England,Wirral,-3.020951,53.349784
NG24 2DG,England,Nottinghamshire County Teaching,-0.790084,53.090521
NE5 9DF,England,Newcastle,-1.686024,54.984249
NG4 4EA,England,Nottinghamshire County Teaching,-1.083715,52.977162
L75 1AY,England,Sefton,-2.968397,53.473406
S71 3HP,England,Barnsley,-1.454394,53.585468
NP18 2JH,Wales,Aneurin Bevan University Health Board,-2.890151,51.606403
BB12 0JF,England,East Lancashire Teaching,-2.264906,53.793998
NE61 2YN,England,Northumberland,-1.713891,55.168139
IV27 4QQ,Scotland,Highland Health and Social Care Partnership,-4.824359,58.570946
NG10 4HW,England,Derbyshire County,-1.283853,52.90822
BD2 3EW,England,Bradford and Airedale Teaching,-1.72393,53.809128
NP11 3AP,Wales,Aneurin Bevan University Health Board,-3.144855,51.679976
DE13 0HJ,England,South Staffordshire,-1.623517,52.838432
DN22 7XZ,England,Bassetlaw,-0.961567,53.328396
TS10 9TB,England,Redcar and Cleveland,-1.071901,54.616413
PO16 7QL,England,Hampshire,-1.189755,50.86012
PE3 9TS,England,Peterborough,-0.268459,52.582881
PO30 4NU,England,Isle of Wight National Health Service,-1.398293,50.707695
NW10 7EL,England,Ealing,-0.282567,51.53366
TS13 4NQ,England,Redcar and Cleveland,-0.85443,54.554282
B27 7AB,England,Birmingham East and North,-1.814475,52.441727
OX7 6AS,England,Oxfordshire,-1.534455,51.853209
HP12 4JP,England,Buckinghamshire,-0.783196,51.63374
S60 1GD,England,Rotherham,-1.356172,53.430449
GL7 3AY,England,Gloucestershire,-1.691305,51.697473
PH13 9DU,Scotland,Perth and Kinross Community Health Partnership,-3.271257,56.546596
KA7 1DR,Scotland,South Ayrshire Community Health Partnership,-4.639311,55.461303
OL10 2JE,England,"Heywood, Middleton and Rochdale",-2.20298,53.582287
BB18 5AY,England,East Lancashire Teaching,-2.187509,53.914672
SK6 1JE,England,Stockport,-2.088625,53.424105
BS10 6FE,England,Bristol,-2.60122,51.511667
NE24 5LY,England,Northumberland,-1.544601,55.128338
KA9 1SX,Scotland,South Ayrshire Community Health Partnership,-4.613489,55.49446
SO22 5LY,England,Hampshire,-1.340037,51.060177
UB10 0NT,England,Hillingdon,-0.4422,51.527463
NR1 4LZ,England,Norfolk,1.320158,52.639531
WF8 1PA,England,Wakefield District,-1.312417,53.703482
WV11 3AU,England,Wolverhampton City,-2.068909,52.610942
WV1 2LF,England,Wolverhampton City,-2.098404,52.586433
TS23 3NX,England,Stockton-on-Tees Teaching,-1.274884,54.617259
EN5 2RW,England,Barnet,-0.21265,51.64555
GL3 3SJ,England,Gloucestershire,-2.175309,51.850669
LS16 7EZ,England,Leeds,-1.621931,53.859273
NE71 6ND,England,Northumberland,-2.01686,55.544719
HA2 0RA,England,Harrow,-0.363643,51.568567
W1C 1JU,England,Westminster,-0.151147,51.514361
WA4 5QD,England,Warrington,-2.577255,53.348144
NG10 3NJ,England,Derbyshire County,-1.285948,52.89117
KT5 8NG,England,Kingston,-0.287913,51.389491
CO11 1JL,England,North East Essex,1.085107,51.941665
EN1 2HE,England,Enfield,-0.07525,51.643504
GL10 3SW,England,Gloucestershire,-2.295897,51.752913
S8 9SX,England,Sheffield,-1.470731,53.358257
PH1 5AG,Scotland,Perth and Kinross Community Health Partnership,-3.44484,56.403381
KT19 9TS,England,Surrey,-0.259535,51.350998
PA23 7UD,Scotland,Argyll and Bute Community Health Partnership,-4.982752,55.862832
BS3 5LW,England,Bristol,-2.597068,51.431107
B77 1GD,England,South Staffordshire,-1.684381,52.609877
CF44 8EW,Wales,Cwm Taf Morgannwg University Health Board,-3.451147,51.721993
EH16 4DQ,Scotland,Edinburgh Community Health Partnership,-3.143764,55.929917
W2 2YS,England,Westminster,-0.166125,51.516062
MK19 6HJ,England,Northamptonshire Teaching,-0.886637,52.04808
CM1 2DF,England,Mid Essex,0.456194,51.747701
B45 8LS,England,Worcestershire,-1.988002,52.363523
NR5 8AR,England,Norfolk,1.251313,52.632809
M14 6TX,England,Manchester Teaching,-2.213418,53.435819
HU3 2AB,England,Hull Teaching,-0.355266,53.736885
CB21 5BN,England,Cambridgeshire,0.222678,52.182123
DD9 7PY,Scotland,Angus Community Health Partnership,-2.640035,56.761683
CB22 3EH,England,Cambridgeshire,0.16881,52.113419
BL3 1HT,England,Bolton Teaching,-2.370366,53.563109
WS12 3YH,England,South Staffordshire,-1.999987,52.68804
M21 8DB,England,Manchester Teaching,-2.2755,53.436538
KT13 9JS,England,Surrey,-0.432602,51.380284
NE38 8PD,England,Sunderland Teaching,-1.511859,54.883317
M14 7ED,England,Manchester Teaching,-2.235838,53.442286
SO20 6NZ,England,Hampshire,-1.481231,51.078453
TW9 2DA,England,Richmond and Twickenham,-0.293569,51.468842
B9 5SL,England,Birmingham East and North,-1.822708,52.479902
TS1 4HA,England,Middlesbrough,-1.243059,54.572214
ME17 1XJ,England,West Kent,0.599225,51.263496
BT12 7PW,Northern Ireland,Belfast,-5.975027,54.594506
M40 3GF,England,Manchester Teaching,-2.162209,53.514245
RG14 7DH,England,Berkshire West,-1.325022,51.388498
W1T 1HB,England,Camden,-0.13248,51.516898
AL3 4LR,England,Hertfordshire,-0.357897,51.739444
HR6 0AU,England,Herefordshire,-2.768224,52.285514
PR25 4YQ,England,Central Lancashire,-2.679564,53.688937
B61 0SD,England,Worcestershire,-2.050844,52.36691
LN2 4NB,England,Lincolnshire Teaching,-0.515367,53.244786
G66 7JR,Scotland,East Dunbartonshire Community Health Partnership,-4.207547,55.976531
CM18 7PF,England,West Essex,0.095303,51.751588
SE1 0EP,England,Southwark,-0.097748,51.502968
G74 3EZ,Scotland,South Lanarkshire Community Health Partnership,-4.159432,55.769843
EH51 0HF,Scotland,Falkirk Community Health Partnership,-3.618505,56.009628
OL7 0BJ,England,Tameside and Glossop,-2.111295,53.484327
NE61 6LQ,England,Northumberland,-1.657771,55.146141
OL6 9SU,England,Tameside and Glossop,-2.078287,53.497476
N17 6QJ,England,Haringey Teaching,-0.071604,51.59386
UB9 4AN,England,Buckinghamshire,-0.485483,51.554188
BH15 3PY,England,Bournemouth and Poole Teaching,-1.969642,50.729154
PA12 4AQ,Scotland,Renfrewshire Community Health Partnership,-4.624721,55.797585
RG14 6SQ,England,Berkshire West,-1.348802,51.375711
DA2 6EU,England,West Kent,0.250419,51.439715
CW9 8NS,England,Central and Eastern Cheshire,-2.514754,53.226458
PR6 8NX,England,Central Lancashire,-2.600008,53.723311
SK14 4EL,England,Tameside and Glossop,-2.053656,53.461931
SG14 3RH,England,Hertfordshire,-0.116021,51.860815
PO32 6TJ,England,Isle of Wight National Health Service,-1.27759,50.754626
SL6 6SS,England,Berkshire East,-0.749796,51.532501
SK8 6DH,England,Stockport,-2.204454,53.377456
WD18 7LZ,England,Hertfordshire,-0.427895,51.64175
PE37 7NS,England,Norfolk,0.684625,52.644856
IP31 3NZ,England,Suffolk,0.808973,52.250893
LL11 4YG,Wales,Betsi Cadwaladr University Health Board,-3.016843,53.064347
SL6 3GN,England,Berkshire East,-0.742802,51.507933
UB3 4PG,England,Hillingdon,-0.417603,51.497442
TQ14 8SX,England,Devon,-3.492819,50.546888
AB44 1WD,Scotland,Aberdeenshire Community Health Partnership,-2.488567,57.667934
M34 2DF,England,Tameside and Glossop,-2.118161,53.449876
DH1 9LR,England,County Durham,-1.53502,54.792717
S35 3HS,England,Sheffield,-1.483772,53.47273
PO15 5PN,England,Hampshire,-1.216649,50.856023
BH6 3AZ,England,Bournemouth and Poole Teaching,-1.814149,50.725825
CT11 8PQ,England,Eastern and Coastal Kent,1.423116,51.336035
HA9 9DN,England,Brent Teaching,-0.264773,51.562911
SW1X 9RT,England,Kensington and Chelsea,-0.156927,51.495775
FK15 0GA,Scotland,Stirling Community Health Partnership,-3.94869,56.187376
BS9 3NP,England,Bristol,-2.623693,51.498431
IV12 5XS,Scotland,Highland Health and Social Care Partnership,-3.971963,57.516082
CF64 3NL,Wales,Cardiff and Vale University Health Board,-3.190742,51.434266
CA7 0BL,England,Cumbria Teaching,-3.225415,54.801957
PA16 0PP,Scotland,Inverclyde Community Health and Care Partnership,-4.824263,55.945954
SP5 3DR,England,Wiltshire,-1.738998,51.041623
EN8 8RY,England,Enfield,-0.042556,51.682099
TN11 0NY,England,West Kent,0.323645,51.180095
SM4 4EN,England,Sutton and Merton,-0.212963,51.402643
CF72 9LQ,Wales,Cwm Taf Morgannwg University Health Board,-3.434156,51.512676
WS13 8PT,England,South Staffordshire,-1.724936,52.683461
SR4 6JA,England,Sunderland Teaching,-1.410285,54.907355
B97 5QU,England,Worcestershire,-1.939959,52.27045
CF23 9LG,Wales,Cardiff and Vale University Health Board,-3.156944,51.50975
EH32 0LN,Scotland,East Lothian Community Health Partnership,-2.893737,55.977621
RM10 7AH,England,Barking and Dagenham,0.165818,51.553873
PL7 1SE,England,Plymouth Teaching,-4.07376,50.387326
CO11 1PW,England,Suffolk,1.09064,51.968574
NR9 3JS,England,Norfolk,1.187493,52.599974
BN1 9AG,England,Brighton and Hove City,-0.109589,50.860897
TR2 5LH,England,Cornwall and Isles of Scilly,-4.948043,50.211798
IP23 7DN,England,Suffolk,1.124826,52.314747
PE31 6DF,England,Norfolk,0.550385,52.799526
BH24 1AJ,England,Hampshire,-1.793866,50.845852
SP11 0SB,England,Hampshire,-1.499224,51.278526
CO4 3XY,England,North East Essex,0.939884,51.887461
BN22 7SB,England,East Sussex Downs and Weald,0.305966,50.784917
CF38 1LR,Wales,Cwm Taf Morgannwg University Health Board,-3.307927,51.570936
M29 8SJ,England,"Ashton, Leigh and Wigan",-2.436288,53.511022
BN1 8UE,England,Brighton and Hove City,-0.145663,50.866387
CF37 1PR,Wales,Cwm Taf Morgannwg University Health Board,-3.34134,51.576739
BT23 7RB,Northern Ireland,South Eastern,-5.664645,54.631899
BL9 6RD,England,Bury,-2.291003,53.616942
DY1 3AL,England,Dudley,-2.091777,52.511694
DE23 3UZ,England,Derbyshire County,-1.53742,52.886563
TR11 4LJ,England,Cornwall and Isles of Scilly,-5.098232,50.156657
LS22 5FN,England,Leeds,-1.391252,53.925841
S62 6LA,England,Rotherham,-1.333728,53.460483
GU34 2YA,England,Hampshire,-0.977125,51.147282
BA16 0NF,England,Somerset,-2.74517,51.124495
TN23 1LU,England,Eastern and Coastal Kent,0.86148,51.151738
BT94 1QA,Northern Ireland,Western,-7.626413,54.44753
LA1 5HH,England,North Lancashire Teaching,-2.820263,54.060831
HP23 5RA,England,Hertfordshire,-0.638193,51.791625
WN7 2TB,England,"Ashton, Leigh and Wigan",-2.498996,53.496243
RG20 0NJ,England,Hampshire,-1.390155,51.365665
ST4 3PQ,England,Stoke on Trent,-2.148019,52.994145
BH20 7LD,England,Dorset,-2.215492,50.753643
W1G 0EE,England,Westminster,-0.147598,51.51622
NP23 4AR,Wales,Aneurin Bevan University Health Board,-3.177334,51.797294
EH4 6LN,Scotland,Edinburgh Community Health Partnership,-3.312339,55.967818
KT18 7QS,England,Surrey,-0.26948,51.326407
RH11 7SP,England,West Sussex,-0.19136,51.129758
LS13 3HB,England,Leeds,-1.646255,53.81092
NG16 2LU,England,Nottinghamshire County Teaching,-1.258864,52.995831
G52 1RR,Scotland,Glasgow City Community Health Partnership,-4.335679,55.836395
SN10 5TB,England,Wiltshire,-2.025564,51.344247
BR7 6JU,England,Bromley,0.07464,51.428345
B61 8PJ,England,Worcestershire,-2.071069,52.34064
EX16 7LE,England,Devon,-3.325896,50.922117
PL2 3SX,England,Plymouth Teaching,-4.143161,50.39955
SO16 9RZ,England,Southampton City,-1.4527,50.928014
E2 0PP,England,Tower Hamlets,-0.048191,51.528034
KT15 3ED,England,Surrey,-0.50748,51.344114
SG1 5BQ,England,Hertfordshire,-0.190656,51.91626
OL7 0LG,England,Tameside and Glossop,-2.108244,53.481498
EX1 2AN,England,Devon,-3.509388,50.722963
CH2 3DZ,England,Western Cheshire,-2.872352,53.194634
IP32 6RT,England,Suffolk,0.697231,52.260021
NR7 9DG,England,Norfolk,1.330535,52.644169
OL12 6TX,England,"Heywood, Middleton and Rochdale",-2.16128,53.618762
CM23 4DJ,England,Hertfordshire,0.155159,51.854477
GL15 4JZ,England,Gloucestershire,-2.555266,51.769506
SK5 6EQ,England,Stockport,-2.158907,53.442
S21 1FE,England,Derbyshire County,-1.315075,53.315685
SL2 2NG,England,Berkshire East,-0.64569,51.531975
RM12 9GZ,England,Havering,0.216392,51.561888
EH3 9PL,Scotland,Edinburgh Community Health Partnership,-3.213571,55.939331
DG7 3RU,Scotland,Dumfries and Galloway Community Health Partnership,-4.142735,55.07641
L31 8DX,England,Sefton,-2.949156,53.51721
WV3 9LH,England,Wolverhampton City,-2.156836,52.58165
CF64 3HA,Wales,Cardiff and Vale University Health Board,-3.176514,51.433727
OL3 6EY,England,Oldham,-2.006012,53.550469
NE61 9WU,England,Northumberland,-1.683965,55.152933
SW8 4XW,England,Wandsworth,-0.135541,51.475104
PO6 4NS,England,Portsmouth City Teaching,-1.115325,50.851396
UB3 3BN,England,Hillingdon,-0.416342,51.504069
CH47 8XY,England,Wirral,-3.153912,53.400133
NN11 7AF,England,Northamptonshire Teaching,-1.201415,52.302569
LN11 0EH,England,Lincolnshire Teaching,-0.006251,53.369434
PL25 3DB,England,Cornwall and Isles of Scilly,-4.770089,50.345068
RG17 7DA,England,Berkshire West,-1.446826,51.474889
NN18 0SB,England,Northamptonshire Teaching,-0.706255,52.485478
IP2 0AY,England,Suffolk,1.124651,52.055074
S43 4UY,England,Derbyshire County,-1.28495,53.286007
WV15 6QE,England,Shropshire County,-2.39553,52.522164
HU3 2TT,England,Hull Teaching,-0.365221,53.741181
NN6 6HW,England,Northamptonshire Teaching,-1.05504,52.420226
SL1 0GQ,England,Berkshire East,-0.584601,51.508272
HU5 4DL,England,Hull Teaching,-0.375005,53.759535
DL3 6HR,England,Darlington,-1.569489,54.532579
NG3 7GJ,England,Nottingham City,-1.110863,52.962032
CW7 4EW,England,Central and Eastern Cheshire,-2.521492,53.189215
NG12 5BJ,England,Nottinghamshire County Teaching,-1.068034,52.869686
ST5 1JU,England,North Staffordshire,-2.216583,53.012395
ML2 9QD,Scotland,North Lanarkshire Community Health Partnership,-3.865828,55.775762
E14 3QW,England,Tower Hamlets,-0.022139,51.488786
BT70 2RW,Northern Ireland,Northern,-6.911049,54.602004
G52 4EY,Scotland,Glasgow City Community Health Partnership,-4.367368,55.855076
NG5 5TH,England,Nottingham City,-1.153826,53.001081
SW1Y 4JZ,England,Westminster,-0.135835,51.506477
BT14 8AP,Northern Ireland,Belfast,-5.976157,54.622567
EN8 8DH,England,Hertfordshire,-0.039195,51.685235
SA44 4DB,Wales,Hywel Dda University Health Board,-4.30987,52.041937
GL6 1SU,England,Gloucestershire,-2.248379,51.739276
SK11 8TE,England,Central and Eastern Cheshire,-2.154704,53.250673
IP22 2PT,England,Suffolk,0.91293,52.339536
HD4 6SQ,England,Kirklees,-1.744234,53.626598
DL15 8AY,England,County Durham,-1.736448,54.680036
DE22 3TA,England,Derby City,-1.484675,52.91425
EX36 4AP,England,Devon,-3.835373,51.01486
FK3 8XG,Scotland,Falkirk Community Health Partnership,-3.73905,56.013298
AL3 5NU,England,Hertfordshire,-0.341861,51.755518
B97 6SS,England,Worcestershire,-1.963107,52.313874
ST19 5JB,England,South Staffordshire,-2.110367,52.71805
SG18 0NJ,England,Bedfordshire,-0.252002,52.089659
KY7 9XA,Scotland,Glenrothes and North East Fife Community Health Partnership,-3.176264,56.197571
AB51 8XU,Scotland,Aberdeenshire Community Health Partnership,-2.559082,57.4628
CM8 2TJ,England,Mid Essex,0.643566,51.806407
DL14 6HE,England,County Durham,-1.673509,54.653956
WV4 6DQ,England,Wolverhampton City,-2.10251,52.558361
PR4 1BA,England,North Lancashire Teaching,-2.902536,53.747318
NE65 9QA,England,Northumberland,-1.709944,55.298463
S42 5SY,England,Derbyshire County,-1.357081,53.183188
BN12 4HX,England,West Sussex,-0.418478,50.807558
BB8 8DP,England,East Lancashire Teaching,-2.182266,53.850525
PR4 0SL,England,North Lancashire Teaching,-2.821589,53.835191
BT61 8EU,Northern Ireland,Southern,-6.640984,54.386925
DG7 1DT,Scotland,Dumfries and Galloway Community Health Partnership,-3.932455,54.938497
IP1 4PG,England,Suffolk,1.155747,52.072332
